query,intent
asking about control measure of bacterial wilt of brinjal,4. Crop Health
asking about control measure of bacterial wilt in tomato,4. Crop Health
query regarding the control of bacterial wilt of tomato,4. Crop Health
asking about ranikhet disease of poultry ,4. Crop Health
bacterial soft rot control,4. Crop Health
asking about control of wilt in tomato ,4. Crop Health
asking about the control of bacterial wilt in pea,4. Crop Health
asking about control  of root rot of chilli,4. Crop Health
asking  about control phytophthora wilt,4. Crop Health
asking about the control of bacterial wilt in tomato.,4. Crop Health
asking about the control of cercospora disease in chillies,4. Crop Health
query regarding the control of fruit drop in chilli,4. Crop Health
asking about the control of cercosepora disease in chillies,4. Crop Health
asking for the control of fruit drop of coconut,4. Crop Health
asking for the control of ganoderma wilt in coconut,4. Crop Health
asking about the control of leaf curl virus in chilli.,4. Crop Health
asking about bacterial disease of cucumber,4. Crop Health
 query regarding  stunted growth ,4. Crop Health
asking about control  of  late blight in chilli,4. Crop Health
asking about eus disease control ,4. Crop Health
asking about control measure of chilly bacterial disease,4. Crop Health
asking about the control of fruit rot disease in pumpkin,4. Crop Health
asking for the control of fusarium wilt in pumpkin,4. Crop Health
asking about the control of root rot in chillis,4. Crop Health
asking about control measure of bacterial blight in boro rice,4. Crop Health
asking for the control of fungal wilt and viral attack,4. Crop Health
asking about the control of bacterial wilt in bitter gourd.,4. Crop Health
asking aboput the control of bacterial wilt in chilli.,4. Crop Health
asking for the control of flower drop o,4. Crop Health
asking about the control of cercospora disease in chillies,4. Crop Health
asking about control measure of bacterial wilt of brinjal,4. Crop Health
asking about the control of bacterial wilt in chilli.,4. Crop Health
asking about the control of tobacco mosaic virus in brinjal.,4. Crop Health
asking about control of bacterial leaf blight,4. Crop Health
asking about control measure of bacterial wilt in chilli,4. Crop Health
asking about control measure of bacterial wilt of chilli,4. Crop Health
asking about control measure of bacterial wilt of brinjal,4. Crop Health
asking about control measure of fungal wilt in brinjal,4. Crop Health
asking about control measure of bacterial wilt of brinjal,4. Crop Health
asking about control of chilli leaf blight,4. Crop Health
asking about control measure of bacterial wilt,4. Crop Health
asking about control measure of root rot of sponge gourd,4. Crop Health
asking about control measure of fungal wilt of arecanut,4. Crop Health
asking about control of fruit rot,4. Crop Health
asking about the control of bacterial wilt in tomato.,4. Crop Health
asking about the control of fruit rot in bottle gourd.,4. Crop Health
asking for the control of insect attack and collar rot in chilli,4. Crop Health
asking about remedy for bacterial blight in brinjal,4. Crop Health
asking about control of root rot,4. Crop Health
anthracnose disease of chilly ,4. Crop Health
asking about the control of stem rot disease in chillies,4. Crop Health
asking for veterinary expert and fruit drop in chilli,4. Crop Health
asking about control of blister blight in tea,4. Crop Health
asking about the control of die back in rose.,4. Crop Health
asking about control measure of leaf spot and bacterial wilt,4. Crop Health
asking about the control of cercospora disease in chillies,4. Crop Health
asking about disease related to tea plant,4. Crop Health
"asking for remedy against leaf and root rot
",4. Crop Health
asking about control measure of chilli leaf curl virus,4. Crop Health
"asking about control of root rot
",4. Crop Health
asking about control of gundhi bug and leaf curl disease ,4. Crop Health
asking about control measure of fusarium wilt of chilli,4. Crop Health
asking about control of bacterial wilt in chilli,4. Crop Health
asking about the control of wilt ,4. Crop Health
asking about control of bacterial wilt in chilli.,4. Crop Health
asking about the control of fungal wilt.,4. Crop Health
asking about control of wilt in chillie,4. Crop Health
asking about root rot in paddy ,4. Crop Health
asking about control of wilt in chillie ,4. Crop Health
asking about control of blight,4. Crop Health
asking about the control measure of bacterial wilt and fungal wilt,4. Crop Health
asking about the control of  bacterial leaf blight in paddy.,4. Crop Health
asking about disease management ..sign circling of animal ,4. Crop Health
asking about control measure of rice tungro disease,4. Crop Health
asking about control of bacterial leaf blight,4. Crop Health
asking about control measure of chilli leaf curl virus,4. Crop Health
asking about the root  rot of ridge gourd,4. Crop Health
asking about control of soft rot or rhizome rot in ginger,4. Crop Health
asking about control remedy for fungal rot in chilli,4. Crop Health
asking about disease management of cow (lamness and high teperature ),4. Crop Health
asking about control measure of root rot of beans,4. Crop Health
asking about control of flower drop,4. Crop Health
asking about control of flower drop in chilli,4. Crop Health
asking about control measure of root rot of papaya ,4. Crop Health
asking about control remedy for fruit drop in coconut,4. Crop Health
asking about remedy for fungal rot in arecanut,4. Crop Health
asking about control of wilt ,4. Crop Health
asking about the control of bacterial wilt in tomato.,4. Crop Health
asking about remedy for fungal rot and immature fruit drop in coconut,4. Crop Health
asking about the control of leaf rot in betelvine,4. Crop Health
asking about the control of leaf curl virus in chillis,4. Crop Health
asking about control of bacterial wilt ,4. Crop Health
asking about the control of stem rot in papaya.,4. Crop Health
asking about bacterial wilt in tomato,4. Crop Health
asking about bacterial wilt and fruit borer of tomato,4. Crop Health
asking about bacterial wilt in brinjal,4. Crop Health
asking about control of fungal disease ,4. Crop Health
asking about control of gummy stem blight in bottle gourd,4. Crop Health
asking about fungal wilt in tomato,4. Crop Health
asking about remedy for fungal wilt in bottle gourd,4. Crop Health
asked about remedy for root rot disease,4. Crop Health
asking about the bacterial wilt of leafy vegetables,4. Crop Health
asking about control of bacterial wilt,4. Crop Health
asking about application of nutrient against immature fruit fall,4. Crop Health
"asking about control of leaf curl disease 

spray rogor /tapgor @2ml/l water, 3 spray at 5 days interval.

spray neemacide @2ml/l water, 3 spray at 5 days interval.
",4. Crop Health
"asking about control measure of fusarium wilt of tomato 
",4. Crop Health
"asking about control of bacterial blight in tomato
",4. Crop Health
asking about control of bacterial wilt in tomato ,4. Crop Health
asking about control of bunchy top of banana.,4. Crop Health
"asked about control of root rot

",4. Crop Health
"asking about control of bacterial wilt and fungal infection 
",4. Crop Health
"asking about control of blight and vitamin
",4. Crop Health
"asking about control measure of bacterial wilt and seedling treatment against fungal infection 
",4. Crop Health
"asking about control of flower & fruit drop 

",4. Crop Health
"asking bout control of blossom end rot in tomato

",4. Crop Health
"asking about control of flower drop 
",4. Crop Health
"asking about remedy for fruit cracking disorder in brinjal
",4. Crop Health
"asking about control of fusarium wilt in chilie

",4. Crop Health
"asking about control measure of leaf curl virus of tomato
",4. Crop Health
asking about papaya mosaic  and anthracnos ,4. Crop Health
"asking about remedy for late blight in tomato 
",4. Crop Health
asking about the control for late blight in tomato.,4. Crop Health
"query regarding control of fusarium wilt in chilli
",4. Crop Health
"asking about remedy for mosaic and leaf curl in papaya
",4. Crop Health
asking about  fish disease management in pond  ,4. Crop Health
asking about control of blossom end rot in tomato,4. Crop Health
"asking about the control of flower drop in chilli.
",4. Crop Health
"asking about control measure of leaf curl virus of lemon
",4. Crop Health
"asking about control of fruit drop in chilli.
",4. Crop Health
"asking about control measure of bacterial wilt of chili and its soil treatment
",4. Crop Health
"asked about control of blossom end rot in tomato
",4. Crop Health
"asked about control of blossom end rot in tomato
",4. Crop Health
"asking about control measure of chilli leaf curl virus
",4. Crop Health
"query regarding poultry disease.
",4. Crop Health
"query regarding fusarium wilt in chilli
",4. Crop Health
"asking about the control of fuit rot in bitter gourd.
",4. Crop Health
"asking about the leaf curl disease in chilli
",4. Crop Health
asking about control of panama wilt in banana,4. Crop Health
"asking about control measure of wilting and chlorosis of chilli
",4. Crop Health
query regarding control of athracnose and stalk end-rot in mango,4. Crop Health
"query regarding control of fusarium wilt in chilli
",4. Crop Health
asking for fungal disease in litch ,4. Crop Health
asking for fungal disease in bottle gourd ,4. Crop Health
"query regarding goat suffering from skin disease.
",4. Crop Health
asking about bacterial wilt control measure in tomato.,4. Crop Health
query regarding seed storage of chilli and management of leaf curl disease of chilli. ,4. Crop Health
asking about control of rhizome rot in ginger,4. Crop Health
query regarding leaf curl disease and wilting in chillies. ,4. Crop Health
query regarding control of yellowing in papaya,4. Crop Health
 query regarding some cow affecting the skin characterised by wart / marbling like  appearance in the skin [ suspected to be lumpy skin disease ],4. Crop Health
"query regarding disease of duck that are dyieng inthe night. 
",4. Crop Health
query regarding management of bacterial wilt in tomatos. ,4. Crop Health
asking about flower drop in beans ,4. Crop Health
query about disease problem in king chilli.,4. Crop Health
asking about powdery mildew disease in coriander,4. Crop Health
query regarding flower drop-in coconut,4. Crop Health
fungal wilt of brijal,4. Crop Health
query regarding management of wilt in cabbage nursery. ,4. Crop Health
query regarding leaf curl management in dolichos bean. ,4. Crop Health
query regarding management of leaf yellowing disease of papaya. ,4. Crop Health
query regarding management of anthracnose disease of papaya. ,4. Crop Health
query regarding bacterial wilt brinjal. ,4. Crop Health
rrot rot of chilly,4. Crop Health
query about root rot of chilli and about fertilizer for field pea.,4. Crop Health
asking about control of fungal disease of brinjal ,4. Crop Health
query regarding management of gummy stem blight in bottle gourd.,4. Crop Health
query regarding managemen of wilt in brinjal.,4. Crop Health
asking about control of bacterial wilt in tomato.,4. Crop Health
query regarding control of fruit drop-in coconut,4. Crop Health
query regarding control of fungal wilt in brinjal,4. Crop Health
query regarding wilt management in tomato,4. Crop Health
asking about chilli leaf curl virus ,4. Crop Health
asking about yellowing of leaves,4. Crop Health
query regading management of leaf curl disease in chilli.,4. Crop Health
query about fungal disease in  tomato.,4. Crop Health
asking about remedy septoria leaf spots in tomato plant,4. Crop Health
asking about control of fungal disease.,4. Crop Health
query about fungal disease in tomato.,4. Crop Health
query regarding control of fruit rot in pumpkin. ,4. Crop Health
asking about yellow spots in broccoli,4. Crop Health
asking about fungal disease in colocasia,4. Crop Health
"asking that his local poultry-2oo no.s of various age suffring from droopiness, white diarrhea. suspected to be ranikhet disease.",4. Crop Health
asking about tomato mosaic virus,4. Crop Health
query regarding management of leaf curl in chillies. ,4. Crop Health
query regarding management of leaf blight in coconut.,4. Crop Health
asking about control of wilt in ridge gourd,4. Crop Health
"query regarding management of leaf curl in chillies.
",4. Crop Health
asking about fruit rot in pumpkin,4. Crop Health
asking regarding yellowing of leaves and fertilizer dose of chilli,4. Crop Health
asking about remedy for fungal wilt in brinjal,4. Crop Health
query regarding poultry disease managrment.,4. Crop Health
query related to fungal wilt in cowpea,4. Crop Health
"asking that he is rearing 40 no.s of local chicken of 10 to 20 days of age group. he wants to about disease management. 
",4. Crop Health
asking about remedy for fungal wilt as well as leaf curl disease in chilli ,4. Crop Health
querey regarding foot rot of cowpea. ,4. Crop Health
"query regarding management of leaf blight in ivy gourd.
-",4. Crop Health
query regarding leaf curl in chilli.,4. Crop Health
query regarding control of leaf curl disease in chillies. ,4. Crop Health
query related to tea nursery disease management.,4. Crop Health
asking about remedy for leaf curl disease in chilli,4. Crop Health
query regarding control of antracnose disease in betel vine. ,4. Crop Health
"query regarding management of fruit rot and drop in bottle gourd. 
",4. Crop Health
query regarding leaf curl of chilli.,4. Crop Health
query about leaf curl problem in king chilli.,4. Crop Health
asking about chilli leaf curl virus,4. Crop Health
query related to disease in tomato,4. Crop Health
asking about fruit rot in bottle gourd,4. Crop Health
query regarding poultry disease.,4. Crop Health
asking about control of fungal disease in chilli ,4. Crop Health
query related to root rot,4. Crop Health
query regarding disease management of poultry.,4. Crop Health
query regarding disease management of poultry.,4. Crop Health
"asking about leaf curl virus
",4. Crop Health
"query regarding management of fruit rot and drop in pumpkin. 
",4. Crop Health
query regarding disease management of poultry.,4. Crop Health
query regarding disease management in poultry.,4. Crop Health
query regarding control of  leafcurl disease in chilli.,4. Crop Health
asking about remedy for leaf curl viral disease in tomato,4. Crop Health
asking about blight of french bean,4. Crop Health
regarding leaf curl disease in chilli,4. Crop Health
asking about control of fungal disease ,4. Crop Health
asking about blight in french bean,4. Crop Health
query regarding blight of pumpkin.,4. Crop Health
regarding fungal rot in tomato,4. Crop Health
regarding leaf curl disease in tomato,4. Crop Health
query regarding blight of tomato.,4. Crop Health
query regarding disease management in cow.,4. Crop Health
query regarding blight of tomato.,4. Crop Health
" query regarding some tomato plant producing the  the potato with arkish spot , suspected to be early blight infection ",4. Crop Health
query regarding blight in tomato.,4. Crop Health
query regarding blight in tomato.,4. Crop Health
asking about fungal disease of coconut,4. Crop Health
asking about fruit cracking ,4. Crop Health
asking about control of early blight ,4. Crop Health
query regarding contrl of blight in tomato. ,4. Crop Health
asking about chilli leaf curl virus,4. Crop Health
query regarding disease of goat.,4. Crop Health
query regarding control of wilt in broccoli. ,4. Crop Health
asking about blight of tomato,4. Crop Health
asking about control of leaf curl ,4. Crop Health
query regarding disease of cow.,4. Crop Health
query regarding bud rot in bottle gourd.,4. Crop Health
query regarding disease management in goat.,4. Crop Health
query regarding blight in chilli.,4. Crop Health
query regarding flower drop in mango.,4. Crop Health
query regarding disease management of cow.,4. Crop Health
asking about blight in pumpkin,4. Crop Health
asking about control of fungal disease. ,4. Crop Health
asking about chilli leaf curl virus,4. Crop Health
query regarding flower drop in mango.,4. Crop Health
query regarding disease management of poultry.,4. Crop Health
regarding fungal rot in arecanut,4. Crop Health
query regarding blight in chilli.,4. Crop Health
asking about blight of cowpea,4. Crop Health
asking about control of fungal disease ,4. Crop Health
query regarding disease management in goat.,4. Crop Health
asking about chilli leaf curl virus,4. Crop Health
asking about chilli leaf curl virus,4. Crop Health
asking about chilli leaf curl virus,4. Crop Health
query regarding disease management of cow.,4. Crop Health
query regarding disease management of dog.,4. Crop Health
asking about blight in cucumber,4. Crop Health
regarding fungal rot in brinjal,4. Crop Health
regarding leaf curl disease in chilli,4. Crop Health
regarding leaf curl disease in chilli,4. Crop Health
regarding leaf curl disease in chilli,4. Crop Health
regarding leaf curl disease in chilli,4. Crop Health
regarding leaf curl disease in chilli,4. Crop Health
regarding leaf curl disease in chilli,4. Crop Health
asking about control of wilt ,4. Crop Health
asking about control of leaf curl in chili,4. Crop Health
asking about chilli leaf curl virus,4. Crop Health
asking about fruit drop,4. Crop Health
asking about chilli disease,4. Crop Health
asking about leaf curl virus of chilli,4. Crop Health
"asking about chilli leaf curl virus

",4. Crop Health
farmer asking query regarding control of blight in betelvine.,4. Crop Health
asking that his 8-month old goat is suffering from skin disease.,4. Crop Health
farmer asking query regarding control of leaf curl in chilli.,4. Crop Health
farmer asking query regarding control of leaf curl and yellowing of leaves.,4. Crop Health
query regarding disease management of pig.,4. Crop Health
"asking about blight in brinjal
",4. Crop Health
asking about control measure of fusarium wilt,4. Crop Health
asking about control of wilt,4. Crop Health
farmer asking query regarding control of flower drop in cardamom.,4. Crop Health
asking about control measure of wilt,4. Crop Health
asking for disease of bhoot jolokia,4. Crop Health
asking about control measure of fusarium wilt and rice variety for flooded condition ,4. Crop Health
asking about control measure of little leaf and fruit rot,4. Crop Health
query regarding fish mortality due to disease (bacterial septicemia),4. Crop Health
asking about the control of fungal disease.,4. Crop Health
"asking about fungal disease in bottle gourd
",4. Crop Health
asking about gourd disease,4. Crop Health
asking about the control of fungal disease.,4. Crop Health
farmer asking query regarding control of root rot in betelvine.,4. Crop Health
query regarding bacterial treatment (pop eye disease),4. Crop Health
farmer asking query regarding control of leaf curl in bottle gourd.,4. Crop Health
farmer asking query regarding control of leaf curl in cow pea.,4. Crop Health
asking about chilli leaf curl viral disease,4. Crop Health
"query regarding  some local chicken showing the signs of nasel discharge , suspected to be choronic  rerespiratory disease  ",4. Crop Health
regarding yellowing of leaves in bitter gourd,4. Crop Health
farmer asking query regarding control fruit drop in lemon.,4. Crop Health
farmer asking query regarding control of leaf curl in bitter gourd.,4. Crop Health
asking that his pig is suffering from stunted growth.,4. Crop Health
regarding yellowing of leaves in cowpea,4. Crop Health
farmer asking about disease management in  chilli.,4. Crop Health
farmer asking query regarding control of yellowing of leaf in black pepper.,4. Crop Health
farmer asking query regarding control of bud rot in pumpkin.,4. Crop Health
regarding fungal wilt in cabbage,4. Crop Health
farmer asked a query regarding the control of blight in potato field.,4. Crop Health
asking about the control measure to control late blight disease of potato,4. Crop Health
asking about the control measure to control root rot disease of okra.,4. Crop Health
asking about  the control measure to control leaf curl disease of chilli.,4. Crop Health
asked about the control measure of fungal wilt of chilli.,4. Crop Health
asking about the control measure to control bud rot disease of coconut,4. Crop Health
asked about the contol measure of leaf curl of chilli.,4. Crop Health
asking about the control measure to control anthracnose disease in chilli.,4. Crop Health
asking about the control measure to control leaf curl disease in chilli.,4. Crop Health
asking about control measure of bacterial disease.,4. Crop Health
asked about the control measure of root rot of cabbage.,4. Crop Health
asking about the controlling measure for crown rot diseases of coconut.,4. Crop Health
asking about the control measure to control flower drop problem in coconut.,4. Crop Health
asking about the control measure to control leaf curl disease in chilli.,4. Crop Health
asking about the control measure to control late blight disease in potato.,4. Crop Health
asking about the control measure to control leaf curl disease in chilli.,4. Crop Health
asking about the control  measure to control bacterial wilt disease in tomato.,4. Crop Health
asking about the control measure to control late blight disease in potato.,4. Crop Health
asking about the control measure to control leaf curl disease in chilli.,4. Crop Health
asking for the control measure against leaf blight and leaf spots in wheat crop cultivation field.,4. Crop Health
asking about the control measure to control anthracnose disease in chilli.,4. Crop Health
asking about the control measure to control fruit rot in chilli.,4. Crop Health
asking about the control measure to control anthracnose disease in chilli.,4. Crop Health
asking for the control measure against fungal wilt in brinjal.,4. Crop Health
asking about the control measure to control powdery mildew disease in okra.,4. Crop Health
asked about the control measure of litchi flower drop.,4. Crop Health
asking about the control  measure to control bacterial wilt disease in tomato.,4. Crop Health
asking about the pre-control measure to control rhizome rot in ginger.,4. Crop Health
asking about the control measure of fungal wilt  disease in brinjal.,4. Crop Health
asking about the control measure to control fruit rot disease in chilli.,4. Crop Health
asking about the control measure to control anthracnose disease in chilli.,4. Crop Health
asking about the control measure to control leaf blast disease in paddy field.,4. Crop Health
asking about the control measure to control phytophthora leaf rot disease in betel vine.,4. Crop Health
asking for the control measure against leaf curl in chiili.,4. Crop Health
asking about the control measure to control bacterial wilt disease in seedlings of cauliflower,4. Crop Health
asking for the control measure against leaf curl disease in chilli crop cultivation field.,4. Crop Health
asking about the control measure of leaf blast disease attack in paddy.,4. Crop Health
asking for the control measure against sheath blight in sali paddy crop cultivation field.,4. Crop Health
asking about the control measure of leaf blast disease attack in paddy.,4. Crop Health
asking for the control measure against phytopthora leaf and rot in betel vine.,4. Crop Health
asking about the control measure of anthracnose disease in chilli.,4. Crop Health
asking about the control measure of late blight disease attack in tomato.,4. Crop Health
asking about the control measure of root rot disease in bottle gourd.,4. Crop Health
asking about the control measure of fungal wilt disease in tomato.,4. Crop Health
asking about the control measure to control immature fruit drop problem in coconut at the age of 5 years,4. Crop Health
asking for the control measure against root rot in bitter gourd.,4. Crop Health
asking for the control measure against leaf spots in cabbage.,4. Crop Health
asking about the control measure of late blight disease attack in potato.,4. Crop Health
asking about bacterial wilt in tomato,4. Crop Health
aasked about carp disease.,4. Crop Health
asking about wilt control measure potato,4. Crop Health
asking for the control measure against phytopthora leaf and rot in betel vine.,4. Crop Health
asking for the control measure against fruit rot disease in chilli.,4. Crop Health
asking for the control measure against late blight disease in tomato.,4. Crop Health
asking about fungal wilt in tomato,4. Crop Health
asking for the control measure against fruit rot disease in chilli.,4. Crop Health
asking about the control measure of anthracnose disease in chill.,4. Crop Health
asking about the control measure of damping off disease in tomato,4. Crop Health
asking about the control measure of leaf curl disease in chilli.,4. Crop Health
flower drop in cucumber.,4. Crop Health
bectarial wilt probroblem in chilli cultivation.,4. Crop Health
asking about the control measure of anthracnose disease in chilli,4. Crop Health
control measure of anthracnose disease in chilli.,4. Crop Health
control measure of bacterial wilt,4. Crop Health
asking about fruit rot disease in bottle gourd.,4. Crop Health
control measure of leaf curl disease in chilli.,4. Crop Health
fusarium wilt in chilli,4. Crop Health
asking about the control measure of leaf curl disease in chilli.,4. Crop Health
asking about the control measure of leaf curl disease in chilli,4. Crop Health
asking about the control measure of leaf curl disease in chilli.,4. Crop Health
asking about the vaccination scheduled agaist viral disease.,4. Crop Health
control measure of downy mildew disease in cucumber.,4. Crop Health
gas bubble disease in fish,4. Crop Health
control measure of leaf blight disease in tomato,4. Crop Health
asking about to controll of bunchy top disease in banana.,4. Crop Health
asking about sugarcane red rot problem,4. Crop Health
asking about the immature fruit drop problem in coconut at the age of five years.,4. Crop Health
conrol measure of bacterial wilt,4. Crop Health
control measure of late blight disease in potato.,4. Crop Health
asking about the disease management in tomato,4. Crop Health
asking about the disease problem in brinjal,4. Crop Health
asking about the disease of betel vine,4. Crop Health
white spot disease in cauliflower,4. Crop Health
asking about management of damping off disease in tomato plant.,4. Crop Health
asking about control measure late blight of potato,4. Crop Health
asking about the blight control measure of cauliflower,4. Crop Health
asking about the disease of tomato,4. Crop Health
asking about the control measure fruit drop of mango.,4. Crop Health
asking about the control measure of late blight in tomato.,4. Crop Health
asking about the disease in tomato,4. Crop Health
asking about the disease of  tomato,4. Crop Health
asking about the control measure of late blight in tomato,4. Crop Health
asking about the disease in chilli,4. Crop Health
asking about the disease problem in onion,4. Crop Health
asking about the sugarcane disease problem,4. Crop Health
flower drop,4. Crop Health
disease,4. Crop Health
asking about the control measure of late blight of tomato,4. Crop Health
problem of fruit rot in pumpkin.,4. Crop Health
asking about the brinjal disease,4. Crop Health
"asking about the control measure shoot borer,leaf roller and rhizome (soft) rot in ginger",4. Crop Health
control of fruit rot in pumpkin,4. Crop Health
asking about the fungal disease  ridge gourd,4. Crop Health
asking about the disease of brinjal,4. Crop Health
asking about the control measure of fruit rot disease,4. Crop Health
asking about the control measure of leaf curl disease,4. Crop Health
leaf curl in chilli,4. Crop Health
control measure of becterial wilt,4. Crop Health
control of leaf curl in chilli,4. Crop Health
asking for stem rot,4. Crop Health
asking about the vaccination schedule against  viral disease.,4. Crop Health
asking about the mashroom fungal disease problem,4. Crop Health
bacterial wilt of brinjal,4. Crop Health
problem of bacterial wilt in brinjal.,4. Crop Health
problem of fussarium wilt in chilli.,4. Crop Health
asking about fungal disease of chilli,4. Crop Health
asking about premature fruit drop problem in coconut,4. Crop Health
asking about the control of fruit scaring beetle in banana,4. Crop Health
leaf curl virus in chilli,4. Crop Health
control measure of leaf rot in chilli,4. Crop Health
asking about fungal wilt problem in brinjal,4. Crop Health
asking about fruit scaring beetle problem in banana,4. Crop Health
query regarding control mesures of blight in paddy,4. Crop Health
asking for control of flower drop,4. Crop Health
asking about flower drop,4. Crop Health
wilt in betel vine,4. Crop Health
wilt in cucumber,4. Crop Health
asking for disease problem,4. Crop Health
query regarding control measures of bacterial wilt of tomato,4. Crop Health
fungal wilt,4. Crop Health
asking about bacterial wilt problem,4. Crop Health
asking about bacterial wilt problem,4. Crop Health
problem of leaf rot in betel vine.,4. Crop Health
control of late blight in tomato,4. Crop Health
asking about fungal wilt problem in brinjal,4. Crop Health
asking for disease problem,4. Crop Health
blight in potato,4. Crop Health
control of late blight in tomato,4. Crop Health
late blight of potato,4. Crop Health
disease in potato,4. Crop Health
asking about the wilting disease in betel vine,4. Crop Health
asking for disease problem,4. Crop Health
asking about flower drop problem,4. Crop Health
disease in tomato,4. Crop Health
flower drop in litchi,4. Crop Health
asking about treatment of fruit drop in mango.,4. Crop Health
asking about the disease of chillies,4. Crop Health
disease in beetle vine,4. Crop Health
problem of flower drop in litchi,4. Crop Health
asking about the treatment of poultry disease,4. Crop Health
asking about flower drop problem,4. Crop Health
asking about the treatment of rani khet disease of local chicken.,4. Crop Health
asking about treatment of respiratory disease.,4. Crop Health
leaf curl,4. Crop Health
asking about the control of leaf curl in chilli,4. Crop Health
asking about fruit drop problem,4. Crop Health
asking about the control of leaf curl disease in chilli,4. Crop Health
asking for controll of fungal wilt in brinjal,4. Crop Health
asking for control of leaf curling disease of chilli,4. Crop Health
asking control measure of immature fruit drop in coconut tree,4. Crop Health
asking control measure of leaf curl in chilli,4. Crop Health
asking about the control measure anthracnose disease in betel vine,4. Crop Health
control measure of leaf curl in chilli,4. Crop Health
query regarding control measures of fruit rot in pumpkin,4. Crop Health
asking about leaf curling disease,4. Crop Health
asking control measure of phytophthora leaf rot in betel vine,4. Crop Health
control of blight in ginger,4. Crop Health
regarding leaf curl problem due to mites,4. Crop Health
asking about control of blight in paddy,4. Crop Health
query regarding disease of rice,4. Crop Health
control measures of rice stem borer and sheath blight,4. Crop Health
root rot of betel vine,4. Crop Health
control of immature fruit drop in coconut,4. Crop Health
asking about the blight of potato,4. Crop Health
asking about the contol of root rot,4. Crop Health
query regarding control measures of yellowing of leaf in paddy,4. Crop Health
asking for control of fungal disease,4. Crop Health
asking about rhizome rot in ginger,4. Crop Health
control measures of fruit necrosis,4. Crop Health
control measure of fruit drop in arecanut,4. Crop Health
late blight of potato,4. Crop Health
asking about the control measure to control bacterial               wilt disease in tomato,4. Crop Health
asking about the control measure to control bacterial               wilt disease in tomato,4. Crop Health
bacterial wilt of tomato,4. Crop Health
asking for control bacterial wilt,4. Crop Health
control measures of bacterial wilt,4. Crop Health
asking about the disease of betel vine,4. Crop Health
problem of fungal wilt in french bean.,4. Crop Health
asking about control of blight in potato,4. Crop Health
bacterial wilt of tomato,4. Crop Health
asking about blight of tomato,4. Crop Health
asking about late blight of potato,4. Crop Health
asking about late blight of potato,4. Crop Health
problem of blight in potato.,4. Crop Health
asking about fungal wilt in potato,4. Crop Health
asking control measure of late blight attack in tomato,4. Crop Health
asking about the control measure to control immature fruit drop problem in coconut at the age of 5 years,4. Crop Health
asking about the control measure to control fungal wilt disease in tomato,4. Crop Health
control measure of bacterial wilt,4. Crop Health
asking about the control measure to control leaf curl,4. Crop Health
control measure of leaf rot of betel vine,4. Crop Health
asking about the control measure to control bacterial wilt disease in tomato,4. Crop Health
fungal wilt problem in tomato,4. Crop Health
asking about the control measure to control bacterial wilt disease in tomato,4. Crop Health
asking control of leaf rot in chilli,4. Crop Health
asking control of late blight attack in tomato,4. Crop Health
control measures of bacterial wilt,4. Crop Health
asking about control measure against bacterial wilt of chilli.,4. Crop Health
asking about the control of late blight of potato,4. Crop Health
asking about the control measure to control bacterial wilt disease in tomato.,4. Crop Health
asking control of fruit rot in bottle gourd,4. Crop Health
asking about the control measure to control immature fruit drop problem in coconut at the age of 5 years,4. Crop Health
control measures of leaf curl disease,4. Crop Health
asking about fungal wilt in tomato,4. Crop Health
late blight of potato,4. Crop Health
asking about late blight of chilli,4. Crop Health
asking for the control of yellowing of leaves in brinjal,4. Crop Health
control measure of fungal wilt of bhindi,4. Crop Health
control measure of bacterial wilt of tomato,4. Crop Health
asking control of flower drop in sponge gourd,4. Crop Health
problem of bacterial wilt in chilli.,4. Crop Health
asking for the control of leaf blight  and vitamin requirement in chilli,4. Crop Health
asking control of bacterial wilt in brinjal,4. Crop Health
asking for the control blight in betel vine,4. Crop Health
control measures of fruit rot,4. Crop Health
asking about the control measure to control immature fruit drop problem in arecanut at the age of 1 year,4. Crop Health
control of stem rot in brinjal,4. Crop Health
asking about the control measure against little leaf disease in chilli.,4. Crop Health
asking about leaf curling disease in chilly,4. Crop Health
asking about leaf rot in cowpea.,4. Crop Health
problem of leaf curling disease in chilli.,4. Crop Health
root rot in rice,4. Crop Health
asking control of leaf curl in chilli,4. Crop Health
query regarding control measures of yellowing of leaf in paddy seedling,4. Crop Health
control meaasures of leaf curl,4. Crop Health
asking about the control of leaf curling disease in chillies.,4. Crop Health
asking about the control measure of leaf rot in betel vine.,4. Crop Health
problem of leaf curling disease in chilli.,4. Crop Health
control of bacterial wilt in chilli,4. Crop Health
asking control of anthracnose disease in brinjal,4. Crop Health
asking about leaf curl disease in brinjal.,4. Crop Health
querry regarding leaf rot in betelvine,4. Crop Health
control of leaf rot in betel vine,4. Crop Health
query about cabbage disease,4. Crop Health
asking about the control measure against damping off disease in cauliflower.,4. Crop Health
query regarding disease in coconut,4. Crop Health
asking about the control measure to control immature fruit drop problem in coconut at the age of 5 years,4. Crop Health
query regarding disease in paddy,4. Crop Health
asking control of bacterial leaf blight in paddy,4. Crop Health
asking about the stem rot of cabbage,4. Crop Health
asking about disease management in bovine,4. Crop Health
want to know regarding chilli disease,4. Crop Health
want to know regarding disease in rice,4. Crop Health
want to know regarding chilli disease,4. Crop Health
want to know regarding blight disease in tomato,4. Crop Health
asking about the control measure against bacterail wilt in tomato.,4. Crop Health
